timestamp,open,high,low,close,volume,datetime
1741179600000,94136.68,103373.39,21250.0,89473.2,42.81861,2025-03-05 13:00:00
1741183200000,89473.99,89767.99,85000.0,88483.74,126.62511,2025-03-05 14:00:00
1741186800000,88483.74,109500.0,21250.0,88335.02,141.96367,2025-03-05 15:00:00
1741190400000,88335.02,88981.48,21250.0,88964.59,145.08918,2025-03-05 16:00:00
1741194000000,88964.59,116320.0,88822.19,89669.96,140.5731,2025-03-05 17:00:00
1741197600000,89669.96,89917.72,21250.0,89737.75,132.84044,2025-03-05 18:00:00
1741201200000,89737.78,107389.3,18141.1,89809.28,166.03593,2025-03-05 19:00:00
1741204800000,89808.15,90477.98,18780.4,90330.69,144.13505,2025-03-05 20:00:00
1741208400000,90330.01,90519.13,89953.15,90374.03,136.60412,2025-03-05 21:00:00
1741212000000,90383.51,90489.89,18789.4,90461.48,104.55885,2025-03-05 22:00:00
1741215600000,90461.48,95160.5,18693.4,90607.38,148.32158,2025-03-05 23:00:00
1741219200000,90606.0,90789.89,89989.79,90079.27,134.77262,2025-03-06 00:00:00
1741222800000,90079.27,91778.61,18675.0,91055.35,121.77103,2025-03-06 01:00:00
1741226400000,91056.0,91995.42,91040.0,91826.99,122.16195,2025-03-06 02:00:00
1741230000000,91826.99,92629.52,18621.2,91592.81,145.38205,2025-03-06 03:00:00
1741233600000,91592.79,92446.33,91527.37,92273.84,124.71093,2025-03-06 04:00:00
1741237200000,92273.84,92804.49,92124.05,92780.02,130.20008,2025-03-06 05:00:00
1741240800000,92779.88,92779.88,18924.8,18924.8,133.99244,2025-03-06 06:00:00
1741244400000,91914.76,91992.45,18657.3,91330.16,121.60303,2025-03-06 07:00:00
1741248000000,91330.15,91560.0,91188.14,91234.18,130.51419,2025-03-06 08:00:00
1741251600000,91234.18,91234.78,90629.62,90752.13,132.42725,2025-03-06 09:00:00
1741255200000,90752.13,94045.2,38445.0,91290.88,149.61369,2025-03-06 10:00:00
1741258800000,91290.88,91482.39,90979.5,91346.12,138.73441,2025-03-06 11:00:00
1741262400000,91350.0,91373.99,89880.2,90139.99,136.86751,2025-03-06 12:00:00
1741266000000,90139.09,94966.4,18678.8,89690.18,169.12291,2025-03-06 13:00:00
1741269600000,89686.36,90182.0,89239.49,89797.7,168.41619,2025-03-06 14:00:00
1741273200000,89797.7,92722.64,89668.57,90832.02,154.92836,2025-03-06 15:00:00
1741276800000,90827.65,91064.83,18866.0,89387.0,154.90641,2025-03-06 16:00:00
1741280400000,89352.01,89352.01,18822.2,88444.94,154.09243,2025-03-06 17:00:00
1741284000000,88444.94,88950.0,18822.2,88405.24,154.96589,2025-03-06 18:00:00
1741287600000,88405.0,90324.49,18729.0,88603.0,166.95223,2025-03-06 19:00:00
1741291200000,88603.0,89304.88,88442.56,89166.97,177.47912,2025-03-06 20:00:00
1741294800000,89166.97,89792.3,87838.6,89533.53,145.50351,2025-03-06 21:00:00
1741298400000,89533.53,90750.01,87838.6,90375.18,158.87101,2025-03-06 22:00:00
1741302000000,90375.18,94966.4,18845.2,89931.89,153.8849,2025-03-06 23:00:00
1741305600000,89931.88,92321.0,18845.2,85541.05,143.47805,2025-03-07 00:00:00
1741309200000,85541.05,88581.92,18845.2,88191.24,154.60527,2025-03-07 01:00:00
1741312800000,88191.24,88263.11,87284.64,87349.27,163.34485,2025-03-07 02:00:00
1741316400000,87349.27,87661.75,86827.58,86944.99,169.42929,2025-03-07 03:00:00
1741320000000,86944.99,87924.67,86684.75,87718.1,162.08081,2025-03-07 04:00:00
1741323600000,87718.09,95277.2,87040.09,88206.34,154.6156,2025-03-07 05:00:00
1741327200000,88206.34,88333.33,87854.71,88179.32,140.23892,2025-03-07 06:00:00
1741330800000,88169.09,88596.24,88100.34,88301.08,121.70117,2025-03-07 07:00:00
1741334400000,88315.66,88550.7,18678.8,88466.4,157.66936,2025-03-07 08:00:00
1741338000000,88466.4,89624.02,88236.37,88910.83,146.35806,2025-03-07 09:00:00
1741341600000,88910.83,89277.82,88766.41,89246.19,136.38879,2025-03-07 10:00:00
1741345200000,89246.19,89409.48,88885.06,88908.89,128.92271,2025-03-07 11:00:00
1741348800000,88913.52,89272.61,88367.12,89063.56,146.3843,2025-03-07 12:00:00
1741352400000,89063.57,95369.5,88998.39,89494.01,167.45312,2025-03-07 13:00:00
1741356000000,89555.04,96791.2,18863.0,90322.09,198.9447,2025-03-07 14:00:00
1741359600000,90322.09,97070.5,18863.0,88428.58,172.00982,2025-03-07 15:00:00
1741363200000,88428.58,94297.8,18667.9,87149.18,159.6189,2025-03-07 16:00:00
1741366800000,87149.18,91100.11,18667.9,87598.73,177.08655,2025-03-07 17:00:00
1741370400000,87594.94,88894.44,18667.9,88571.92,188.51515,2025-03-07 18:00:00
1741374000000,88571.91,88856.01,87329.99,87733.02,177.33676,2025-03-07 19:00:00
1741377600000,87733.02,99043.3,18667.9,87296.21,185.55696,2025-03-07 20:00:00
1741381200000,87303.99,104542.4,18575.8,86309.44,170.17207,2025-03-07 21:00:00
1741384800000,86309.44,88074.5,85739.5,86774.37,175.29766,2025-03-07 22:00:00
1741388400000,86774.37,91106.6,18556.2,86801.75,191.89092,2025-03-07 23:00:00
1741392000000,86801.75,86888.83,86539.86,86801.88,127.8698,2025-03-08 00:00:00
1741395600000,86801.88,86811.45,85276.51,86087.62,162.00789,2025-03-08 01:00:00
1741399200000,86087.69,86323.79,85804.27,86204.91,162.63684,2025-03-08 02:00:00
1741402800000,86204.73,86204.96,85540.95,85963.15,137.78744,2025-03-08 03:00:00
1741406400000,85963.14,86630.88,85741.23,86440.0,121.61718,2025-03-08 04:00:00
1741410000000,86440.08,86458.63,86052.01,86279.12,106.0117,2025-03-08 05:00:00
1741413600000,86279.13,86662.0,86278.96,86464.99,119.4282,2025-03-08 06:00:00
1741417200000,86464.99,87454.12,86100.67,86178.35,121.59975,2025-03-08 07:00:00
