timestamp,open,high,low,close,volume,datetime
1741182000000,94136.68,103373.39,21250.0,94128.53,0.13701,2025-03-05 13:40:00
1741182060000,94128.53,94128.53,86884.08,89472.83,0.38174,2025-03-05 13:41:00
1741182120000,89472.83,89481.76,86377.6,89456.22,3.07504,2025-03-05 13:42:00
1741182180000,89456.22,89456.22,89452.01,89453.64,3.11294,2025-03-05 13:43:00
1741182240000,89453.64,89453.64,89161.03,89161.03,3.10139,2025-03-05 13:44:00
1741182300000,89161.03,89318.66,86132.65,89318.66,4.03573,2025-03-05 13:45:00
1741182360000,89318.66,89522.02,87824.0,89522.02,1.8446,2025-03-05 13:46:00
1741182420000,89522.02,89541.6,89522.02,89528.16,1.69441,2025-03-05 13:47:00
1741182480000,89520.57,89529.4,89504.72,89504.72,2.06068,2025-03-05 13:48:00
1741182540000,89476.35,89476.35,89411.99,89413.6,1.2234,2025-03-05 13:49:00
1741182600000,89410.77,89494.58,89410.77,89494.58,0.49998,2025-03-05 13:50:00
1741182660000,89516.87,89532.22,89490.41,89532.22,2.95292,2025-03-05 13:51:00
1741182720000,89536.23,89674.01,89528.2,89667.59,3.59979,2025-03-05 13:52:00
1741182780000,89667.55,89723.13,89667.34,89667.34,3.13061,2025-03-05 13:53:00
1741182840000,89567.77,89567.77,89499.99,89504.67,1.7468,2025-03-05 13:54:00
1741182900000,89519.5,89563.75,89518.55,89536.39,1.59912,2025-03-05 13:55:00
1741182960000,89536.39,89547.35,89528.79,89529.88,2.18885,2025-03-05 13:56:00
1741183020000,89544.28,89554.01,89532.23,89554.01,4.279,2025-03-05 13:57:00
1741183080000,89554.01,89558.94,89464.38,89464.55,0.96472,2025-03-05 13:58:00
1741183140000,89438.44,89473.2,89438.44,89473.2,1.18988,2025-03-05 13:59:00
1741183200000,89473.99,89487.86,89456.4,89485.69,3.50415,2025-03-05 14:00:00
1741183260000,89483.39,89572.98,89483.39,89484.5,4.54601,2025-03-05 14:01:00
1741183320000,89519.15,89549.48,89484.0,89544.01,3.04947,2025-03-05 14:02:00
1741183380000,89484.0,89596.38,89484.0,89594.0,1.92259,2025-03-05 14:03:00
1741183440000,89594.0,89594.0,89442.22,89444.01,0.55501,2025-03-05 14:04:00
1741183500000,89444.01,89461.59,89389.99,89461.59,3.04152,2025-03-05 14:05:00
1741183560000,89461.59,89466.13,89461.59,89466.13,0.39744,2025-03-05 14:06:00
1741183620000,89461.01,89501.41,89460.99,89460.99,2.98013,2025-03-05 14:07:00
