timestamp,open,high,low,close,volume,datetime
1741132800000,94136.68,116320.0,18141.1,90607.38,1429.56564,2025-03-05
1741219200000,90606.0,94966.4,18621.2,89931.89,3481.87414,2025-03-06
1741305600000,89931.88,104542.4,18556.2,86801.75,3889.09979,2025-03-07
1741392000000,86801.75,88016.0,18556.2,86188.56,3060.89006,2025-03-08
1741478400000,86188.56,86682.85,18313.7,80675.3,3639.84326,2025-03-09
1741564800000,80675.28,83992.32,18070.5,78492.46,4790.41035,2025-03-10
1741651200000,78492.46,84005.2,17784.4,82909.41,4605.68405,2025-03-11
1741737600000,82909.44,84328.1,70000.0,83675.28,4480.26952,2025-03-12
1741824000000,83669.43,84573.5,17784.4,81113.37,4072.87507,2025-03-13
1741910400000,81113.37,85401.4,17522.9,83959.82,3732.76968,2025-03-14
1741996800000,83959.84,85457.0,83540.04,84338.43,2337.65801,2025-03-15
1742083200000,84338.32,85539.9,17522.9,82579.75,3174.15643,2025-03-16
1742169600000,82579.75,85987.2,17511.0,84011.01,3491.78713,2025-03-17
1742256000000,84010.02,86427.49,17498.8,82729.48,3872.84476,2025-03-18
1742342400000,82715.04,87056.51,17440.0,86820.33,3630.5913,2025-03-19
1742428800000,86827.09,87616.4,17425.2,84223.38,3476.81709,2025-03-20
1742515200000,84223.39,84921.6,41094.3,83722.71,2252.94715,2025-03-21
