timestamp,open,high,low,close,volume,datetime
1741182000000,94136.68,103373.39,21250.0,89161.03,9.80812,2025-03-05 13:40:00
1741182300000,89161.03,89541.6,86132.65,89413.6,10.85882,2025-03-05 13:45:00
1741182600000,89410.77,89723.13,89410.77,89504.67,11.9301,2025-03-05 13:50:00
1741182900000,89519.5,89563.75,89438.44,89473.2,10.22157,2025-03-05 13:55:00
1741183200000,89473.99,89596.38,89442.22,89444.01,13.57723,2025-03-05 14:00:00
1741183500000,89444.01,89699.02,89389.99,89640.0,14.62721,2025-03-05 14:05:00
1741183800000,89640.0,89735.84,89615.1,89708.0,12.0298,2025-03-05 14:10:00
1741184100000,89688.01,89767.99,89541.0,89715.96,11.53873,2025-03-05 14:15:00
1741184400000,89660.37,89660.37,85000.0,89427.15,7.62689,2025-03-05 14:20:00
1741184700000,89428.48,89658.22,89428.48,89633.02,11.45988,2025-03-05 14:25:00
1741185000000,89632.51,89640.23,89327.49,89327.49,8.3472,2025-03-05 14:30:00
1741185300000,89327.49,89327.49,88458.17,88578.91,8.44802,2025-03-05 14:35:00
1741185600000,88579.13,89701.6,88577.97,89542.01,9.63434,2025-03-05 14:40:00
1741185900000,89539.15,89640.29,88892.1,88938.1,9.67656,2025-03-05 14:45:00
1741186200000,88938.1,89325.61,88825.56,89094.39,8.69214,2025-03-05 14:50:00
1741186500000,89094.39,89094.39,88193.96,88483.74,10.96711,2025-03-05 14:55:00
1741186800000,88483.74,89334.49,88483.74,88903.21,10.1276,2025-03-05 15:00:00
1741187100000,88932.36,103373.39,88874.76,89117.99,13.79215,2025-03-05 15:05:00
1741187400000,89122.02,89122.02,21250.0,88563.34,12.39432,2025-03-05 15:10:00
1741187700000,88563.97,88677.03,21250.0,88283.99,10.40272,2025-03-05 15:15:00
1741188000000,88281.82,88506.0,88166.14,88504.0,15.27888,2025-03-05 15:20:00
1741188300000,88504.0,88504.0,87949.05,87999.22,7.41523,2025-03-05 15:25:00
1741188600000,87978.98,109500.0,65432.1,88429.15,13.9714,2025-03-05 15:30:00
1741188900000,88429.15,88776.12,88423.72,88754.63,11.65527,2025-03-05 15:35:00
1741189200000,88754.63,88754.63,88453.95,88484.63,10.49765,2025-03-05 15:40:00
1741189500000,88484.63,88617.83,88409.09,88409.09,12.86698,2025-03-05 15:45:00
1741189800000,88409.09,88597.47,88260.28,88597.47,12.44403,2025-03-05 15:50:00
1741190100000,88609.49,88633.69,88335.02,88335.02,11.11744,2025-03-05 15:55:00
1741190400000,88335.02,88341.99,88181.9,88250.97,8.7233,2025-03-05 16:00:00
1741190700000,88250.97,88323.72,21250.0,88060.01,14.145,2025-03-05 16:05:00
1741191000000,88060.01,88060.01,87636.96,87656.28,9.22758,2025-03-05 16:10:00
1741191300000,87642.81,87781.99,21250.0,87781.99,14.73184,2025-03-05 16:15:00
1741191600000,87781.99,88246.71,87781.99,88035.17,12.45685,2025-03-05 16:20:00
1741191900000,88080.04,88080.04,87649.14,87930.76,11.15446,2025-03-05 16:25:00
1741192200000,87945.65,87950.27,87701.83,87701.83,11.94448,2025-03-05 16:30:00
1741192500000,87701.94,88248.95,87680.8,88237.23,15.97064,2025-03-05 16:35:00
1741192800000,88237.23,88250.0,88034.05,88046.25,10.24344,2025-03-05 16:40:00
1741193100000,88046.25,88294.01,88046.02,88249.65,11.86392,2025-03-05 16:45:00
1741193400000,88249.65,88459.14,88112.2,88449.16,12.48588,2025-03-05 16:50:00
1741193700000,88450.0,88981.48,88444.71,88964.59,12.14179,2025-03-05 16:55:00
1741194000000,88964.59,89218.02,88822.19,88822.19,10.27447,2025-03-05 17:00:00
1741194300000,88867.99,89114.05,88867.99,89114.05,12.65991,2025-03-05 17:05:00
1741194600000,89114.05,89286.62,89096.23,89163.62,10.47265,2025-03-05 17:10:00
1741194900000,89163.62,89473.57,89107.97,89406.33,11.89071,2025-03-05 17:15:00
1741195200000,89406.33,89638.5,89256.01,89638.5,10.10438,2025-03-05 17:20:00
1741195500000,89638.5,116320.0,89638.5,89851.97,16.01026,2025-03-05 17:25:00
1741195800000,90040.8,90422.95,89851.97,90331.77,12.30155,2025-03-05 17:30:00
1741196100000,90331.8,90348.0,89853.35,89865.56,7.46618,2025-03-05 17:35:00
1741196400000,89867.79,89902.82,89760.0,89760.0,10.44798,2025-03-05 17:40:00
1741196700000,89754.72,89770.23,89466.57,89673.52,9.74412,2025-03-05 17:45:00
1741197000000,89673.52,90032.29,89673.52,89926.95,15.03854,2025-03-05 17:50:00
1741197300000,89926.95,89992.04,89669.96,89669.96,14.16235,2025-03-05 17:55:00
1741197600000,89669.96,89683.99,21250.0,89671.75,12.15994,2025-03-05 18:00:00
1741197900000,89672.05,89917.72,89004.89,89004.89,10.00989,2025-03-05 18:05:00
1741198200000,88972.26,89451.24,88970.49,89412.01,11.97825,2025-03-05 18:10:00
1741198500000,89436.23,89463.84,89046.94,89138.39,12.59211,2025-03-05 18:15:00
1741198800000,89138.39,89402.96,89067.12,89346.79,8.35687,2025-03-05 18:20:00
1741199100000,89346.82,89472.01,89337.21,89460.8,15.64796,2025-03-05 18:25:00
1741199400000,89429.38,89429.39,89086.0,89178.69,8.04054,2025-03-05 18:30:00
1741199700000,89170.3,89295.19,89089.12,89278.01,10.04529,2025-03-05 18:35:00
1741200000000,89278.01,89278.01,50000.0,89180.52,9.46478,2025-03-05 18:40:00
1741200300000,89147.94,89312.64,21250.0,89309.97,15.32859,2025-03-05 18:45:00
1741200600000,89309.97,89518.01,89306.0,89518.01,9.38864,2025-03-05 18:50:00
1741200900000,89518.01,89801.57,89514.0,89737.75,9.82758,2025-03-05 18:55:00
1741201200000,89737.78,89996.47,89655.17,89780.67,13.65792,2025-03-05 19:00:00
1741201500000,89780.67,90114.22,89780.26,89960.02,12.80722,2025-03-05 19:05:00
1741201800000,89979.98,89979.98,89794.83,89794.83,13.6913,2025-03-05 19:10:00
1741202100000,89795.21,107264.65,89593.97,89609.62,14.94374,2025-03-05 19:15:00
1741202400000,89609.62,107246.8,18141.1,89763.58,21.36008,2025-03-05 19:20:00
1741202700000,89760.21,107389.3,89760.21,89890.42,17.58012,2025-03-05 19:25:00
1741203000000,89890.42,89895.23,89679.24,89680.2,13.6121,2025-03-05 19:30:00
1741203300000,89679.21,89680.12,89501.78,89608.0,10.7425,2025-03-05 19:35:00
1741203600000,89608.02,89891.7,89595.92,89838.02,12.76623,2025-03-05 19:40:00
1741203900000,89838.02,89943.87,18862.0,89830.59,11.47701,2025-03-05 19:45:00
1741204200000,89918.41,89918.41,89780.02,89808.0,10.7741,2025-03-05 19:50:00
1741204500000,89810.01,89952.43,89808.0,89809.28,12.62361,2025-03-05 19:55:00
1741204800000,89808.15,90069.19,18780.4,90004.62,14.28656,2025-03-05 20:00:00
1741205100000,90004.62,90266.23,89997.22,90240.02,12.59281,2025-03-05 20:05:00
1741205400000,90240.02,90240.37,90016.73,90040.26,12.32828,2025-03-05 20:10:00
1741205700000,90042.0,90069.92,89788.88,89794.78,13.07834,2025-03-05 20:15:00
1741206000000,89807.68,89861.99,89754.8,89815.22,11.90031,2025-03-05 20:20:00
1741206300000,89826.01,89923.62,18889.5,89904.03,12.80995,2025-03-05 20:25:00
1741206600000,89952.52,90134.24,89952.52,90107.99,8.58,2025-03-05 20:30:00
1741206900000,90107.99,90322.38,90107.99,90151.87,10.46511,2025-03-05 20:35:00
1741207200000,90106.77,90310.72,90100.76,90310.72,11.97494,2025-03-05 20:40:00
1741207500000,90250.44,90427.98,90223.58,90427.98,14.87304,2025-03-05 20:45:00
1741207800000,90425.33,90441.53,90370.88,90439.99,13.00102,2025-03-05 20:50:00
1741208100000,90443.98,90477.98,90323.84,90330.69,8.24469,2025-03-05 20:55:00
1741208400000,90330.01,90401.17,90244.9,90278.82,10.722,2025-03-05 21:00:00
1741208700000,90278.7,90334.63,90129.56,90323.97,13.839,2025-03-05 21:05:00
1741209000000,90323.97,90519.13,90322.06,90354.0,12.75881,2025-03-05 21:10:00
1741209300000,90354.0,90354.0,90149.41,90224.94,9.77006,2025-03-05 21:15:00
1741209600000,90213.26,90213.26,90015.89,90018.31,10.28666,2025-03-05 21:20:00
1741209900000,90018.31,90263.35,90018.31,90263.35,14.31364,2025-03-05 21:25:00
1741210200000,90270.95,90282.11,90005.29,90026.17,10.47655,2025-03-05 21:30:00
1741210500000,90027.97,90135.98,89953.15,90095.62,12.61854,2025-03-05 21:35:00
1741210800000,90095.62,90184.17,90095.62,90164.21,9.21556,2025-03-05 21:40:00
1741211100000,90164.22,90191.58,90035.87,90146.02,12.26486,2025-03-05 21:45:00
1741211400000,90146.02,90384.0,90146.02,90326.49,10.92489,2025-03-05 21:50:00
1741211700000,90334.65,90488.69,90320.98,90374.03,9.41355,2025-03-05 21:55:00
1741212000000,90383.51,90417.92,90222.0,90222.0,9.76118,2025-03-05 22:00:00
1741212300000,90222.01,90389.87,90222.01,90272.99,9.71033,2025-03-05 22:05:00
1741212600000,90241.14,90249.24,18789.4,90200.8,10.07616,2025-03-05 22:10:00
1741212900000,90207.54,90309.99,90188.82,90233.15,7.98638,2025-03-05 22:15:00
1741213200000,90234.45,90236.22,90109.17,90120.08,5.5823,2025-03-05 22:20:00
1741213500000,90120.08,90183.75,90028.63,90028.63,11.11935,2025-03-05 22:25:00
1741213800000,90026.96,90188.61,90026.96,90170.9,10.33836,2025-03-05 22:30:00
1741214100000,90158.35,90310.39,90158.35,90175.96,11.79546,2025-03-05 22:35:00
1741214400000,90176.02,90207.54,90095.79,90204.78,5.90239,2025-03-05 22:40:00
1741214700000,90204.77,90311.99,90192.0,90192.0,5.43103,2025-03-05 22:45:00
1741215000000,90192.0,90357.79,90192.0,90357.79,6.43106,2025-03-05 22:50:00
1741215300000,90357.79,90489.89,90357.79,90461.48,10.42485,2025-03-05 22:55:00
1741215600000,90461.48,90582.0,90459.99,90544.59,13.21371,2025-03-05 23:00:00
1741215900000,90544.59,90544.59,90353.81,90374.77,10.54222,2025-03-05 23:05:00
1741216200000,90374.77,90474.47,18693.4,90352.0,11.18714,2025-03-05 23:10:00
1741216500000,90352.02,90683.23,90321.2,90398.1,14.92327,2025-03-05 23:15:00
1741216800000,90398.1,90398.13,90326.62,90336.04,4.93035,2025-03-05 23:20:00
1741217100000,90334.14,90577.27,90326.94,90543.15,5.75976,2025-03-05 23:25:00
1741217400000,90543.14,90683.45,90543.14,90683.45,11.464,2025-03-05 23:30:00
1741217700000,90687.18,90727.0,90551.05,90700.01,11.52626,2025-03-05 23:35:00
1741218000000,90719.2,93325.3,18913.2,90818.82,17.24438,2025-03-05 23:40:00
1741218300000,90818.82,95160.5,18693.4,90790.41,21.08674,2025-03-05 23:45:00
1741218600000,90790.41,90790.72,90601.06,90607.37,14.6208,2025-03-05 23:50:00
1741218900000,90614.41,90638.24,90546.0,90607.38,11.82295,2025-03-05 23:55:00
1741219200000,90606.0,90789.89,90571.29,90724.0,15.19069,2025-03-06 00:00:00
1741219500000,90724.0,90771.23,90490.95,90491.77,9.42713,2025-03-06 00:05:00
1741219800000,90491.98,90588.6,90487.99,90537.97,12.51093,2025-03-06 00:10:00
1741220100000,90539.29,90649.34,90486.01,90614.62,12.52515,2025-03-06 00:15:00
1741220400000,90594.34,90594.34,90270.38,90291.99,11.28902,2025-03-06 00:20:00
1741220700000,90290.79,90368.15,90273.72,90297.9,9.00412,2025-03-06 00:25:00
1741221000000,90297.9,90404.58,90177.3,90205.42,10.24004,2025-03-06 00:30:00
1741221300000,90207.23,90261.5,90089.21,90170.37,10.04653,2025-03-06 00:35:00
1741221600000,90174.11,90252.96,90073.5,90092.51,8.2188,2025-03-06 00:40:00
1741221900000,90092.51,90212.55,90092.51,90103.99,13.74461,2025-03-06 00:45:00
1741222200000,90103.99,90141.31,90060.01,90099.8,10.79364,2025-03-06 00:50:00
1741222500000,90099.8,90100.03,89989.79,90079.27,11.78196,2025-03-06 00:55:00
1741222800000,90079.27,90202.0,90073.56,90084.29,11.67148,2025-03-06 01:00:00
1741223100000,90144.58,90312.93,90066.55,90300.0,9.33246,2025-03-06 01:05:00
1741223400000,90288.5,90353.64,90230.56,90352.0,8.85055,2025-03-06 01:10:00
1741223700000,90334.14,90514.04,90316.54,90372.78,8.65799,2025-03-06 01:15:00
1741224000000,90363.16,90363.16,90229.64,90242.81,9.13238,2025-03-06 01:20:00
1741224300000,90247.0,90390.0,90205.5,90354.52,9.37393,2025-03-06 01:25:00
1741224600000,90354.0,90388.02,90232.13,90269.04,10.72467,2025-03-06 01:30:00
1741224900000,90269.04,90413.12,90269.04,90413.12,13.02478,2025-03-06 01:35:00
1741225200000,90413.12,90666.75,18675.0,90477.81,14.37514,2025-03-06 01:40:00
1741225500000,90477.81,91778.61,90410.75,91778.61,9.60182,2025-03-06 01:45:00
1741225800000,91705.34,91778.0,91306.6,91312.02,7.19321,2025-03-06 01:50:00
1741226100000,91312.02,91342.36,18675.0,91055.35,9.83262,2025-03-06 01:55:00
1741226400000,91056.0,91547.18,91042.0,91415.38,7.5134,2025-03-06 02:00:00
1741226700000,91547.18,91772.0,91545.93,91551.33,8.95753,2025-03-06 02:05:00
1741227000000,91551.34,91719.29,91379.83,91719.29,11.3757,2025-03-06 02:10:00
1741227300000,91719.0,91719.0,91042.0,91618.0,10.87507,2025-03-06 02:15:00
1741227600000,91636.0,91636.0,91189.61,91189.62,5.77657,2025-03-06 02:20:00
1741227900000,91189.02,91320.29,91188.0,91274.0,11.32864,2025-03-06 02:25:00
1741228200000,91332.01,91337.79,91122.61,91194.54,9.30707,2025-03-06 02:30:00
1741228500000,91194.54,91197.91,91040.0,91114.02,11.28836,2025-03-06 02:35:00
1741228800000,91114.01,91316.46,91114.01,91310.0,13.01204,2025-03-06 02:40:00
1741229100000,91329.76,91486.33,91329.76,91402.44,10.1311,2025-03-06 02:45:00
1741229400000,91402.8,91976.01,91402.8,91940.64,12.7913,2025-03-06 02:50:00
1741229700000,91940.64,91995.42,91780.13,91826.99,9.80517,2025-03-06 02:55:00
1741230000000,91826.99,91987.99,91784.23,91838.0,11.09763,2025-03-06 03:00:00
1741230300000,91980.71,91982.03,91622.65,91638.35,13.61948,2025-03-06 03:05:00
1741230600000,91638.35,91792.22,91597.64,91668.79,12.01363,2025-03-06 03:10:00
1741230900000,91668.79,91820.01,91631.52,91711.59,12.85456,2025-03-06 03:15:00
1741231200000,91711.0,92629.52,91599.99,91627.37,14.32448,2025-03-06 03:20:00
